Unnamed: 0,date,close,high,low,volume,qav,Cross
0,2024-03-21 23:00:00.999,65436.69,65445.82,65436.69,0.62962,41201.8993841,
1,2024-03-21 23:00:01.999,65446.6,65453.34,65429.01,2.80659,183662.6976852,
2,2024-03-21 23:00:02.999,65451.88,65453.48,65442.14,0.72805,47650.0498955,
3,2024-03-21 23:00:03.999,65454.55,65457.33,65447.06,2.07089,135552.2574491,
4,2024-03-21 23:00:04.999,65467.01,65467.2,65454.51,1.42839,93504.3497526,
5,2024-03-21 23:00:05.999,65466.99,65477.41,65457.38,3.71597,243281.3040813,
6,2024-03-21 23:00:06.999,65460.0,65465.78,65452.31,1.90881,124944.2838968,
7,2024-03-21 23:00:07.999,65457.38,65467.51,65457.38,0.34223,22404.0863714,
8,2024-03-21 23:00:08.999,65455.13,65459.25,65449.87,0.5423,35495.1144456,
9,2024-03-21 23:00:09.999,65455.89,65456.64,65452.39,0.25008,16368.8297561,
10,2024-03-21 23:00:10.999,65440.0,65455.13,65440.0,0.90945,59519.1101401,
11,2024-03-21 23:00:11.999,65438.69,65443.14,65436.6,0.91716,60018.7822066,
12,2024-03-21 23:00:12.999,65443.08,65443.08,65438.32,0.84525,55312.5527557,
13,2024-03-21 23:00:13.999,65438.16,65439.36,65436.01,0.05018,3283.6166541,
14,2024-03-21 23:00:14.999,65437.14,65439.0,65435.09,0.26683,17460.1623976,
15,2024-03-21 23:00:15.999,65434.95,65438.86,65432.85,0.97744,63958.8461639,
16,2024-03-21 23:00:16.999,65440.05,65440.05,65435.14,0.1176,7695.6579488,
17,2024-03-21 23:00:17.999,65451.59,65451.59,65435.66,0.98391,64390.5648497,
18,2024-03-21 23:00:18.999,65451.93,65451.93,65443.99,0.8909,58307.9431166,
19,2024-03-21 23:00:19.999,65453.43,65455.77,65445.87,1.06506,69710.8774162,
20,2024-03-21 23:00:20.999,65467.54,65467.54,65454.38,2.69691,176548.45864,
21,2024-03-21 23:00:21.999,65467.94,65467.94,65460.34,0.39283,25716.3938265,
22,2024-03-21 23:00:22.999,65441.94,65474.16,65440.0,3.73996,244797.6666158,
23,2024-03-21 23:00:23.999,65446.88,65447.98,65443.96,0.26004,17018.5851193,
24,2024-03-21 23:00:24.999,65452.83,65457.32,65446.88,0.38774,25378.6529096,
25,2024-03-21 23:00:25.999,65452.51,65456.0,65451.16,0.53708,35153.1451119,
26,2024-03-21 23:00:26.999,65452.63,65452.63,65450.3,0.38889,25453.6483548,
27,2024-03-21 23:00:27.999,65455.45,65458.99,65447.29,0.88683,58046.5881076,
28,2024-03-21 23:00:28.999,65459.62,65459.62,65454.49,0.32213,21086.0515155,
29,2024-03-21 23:00:29.999,65458.85,65459.62,65452.72,0.72893,47712.9386971,
