x,y,z
7.0,4.0,911.92417
7.15,4.0,912.39354
7.0,4.15,908.1467400000005
7.186811872830152,2.4965618322758703,943.1169999999997
7.336811872830152,2.4965618322758703,943.3894599999998
7.186811872830152,2.6465618322758706,940.2538099999998
4.444624807921304,-1.0653966048887433,970.3059200000001
4.594624807921305,-1.0653966048887433,970.47694
4.444624807921304,-0.915396604888743,974.2831899999996
6.110825025863191,1.0989108562074241,967.22548
6.26082502586319,1.0989108562074241,967.43084
6.110825025863191,1.2489108562074245,967.2663399999999
8.60963863448962,1.252401006485167,969.3706000000001
8.759638634489619,1.252401006485167,969.5342800000001
8.60963863448962,1.4024010064851673,963.4975600000001
7.393545184848389,1.1777022111477207,965.4338699999996
7.543545184848389,1.1777022111477207,965.4338699999996
7.393545184848389,1.327702211147721,966.3467500000006
8.539067700429486,1.2480661720514439,969.40987
8.689067700429487,1.2480661720514439,969.57355
8.539067700429486,1.3980661720514433,963.4975600000001
8.475826835500474,1.2441815886522898,969.45035
8.625826835500474,1.2441815886522898,969.61403
8.475826835500474,1.3941815886522901,963.8649300000002
11.441085648657321,1.2103825104339112,966.31201
11.59108564865732,1.2103825104339112,966.31201
11.441085648657321,1.3603825104339107,960.5086800000007
8.859505386918665,1.2398082835928594,970.2129299999998
9.009505386918665,1.2398082835928594,970.3239699999998
8.859505386918665,1.3898082835928598,964.5270500000001
9.12929762365215,1.204439262432885,965.0624499999998
9.279297623652152,1.204439262432885,965.2373799999998
9.12929762365215,1.3544392624328854,965.3702500000004
8.871050416859308,1.2382947618799776,970.6399099999996
9.02105041685931,1.2382947618799776,970.7509499999996
8.871050416859308,1.388294761879978,964.5281700000002
8.881550141261824,1.236918276851858,970.6399099999996
9.031550141261825,1.236918276851858,970.7509499999996
8.881550141261824,1.3869182768518584,964.5281700000002
9.005423882456988,1.2206787696423715,970.7807699999997
9.155423882456988,1.2206787696423715,971.0127399999998
9.005423882456988,1.370678769642372,965.0101000000003
9.008158446525309,1.2203202758044212,970.7807699999997
9.15815844652531,1.2203202758044212,971.0127399999998
9.008158446525309,1.3703202758044215,965.0101000000003
9.01077777933898,1.2199768884674338,970.7807699999997
9.160777779338979,1.2199768884674338,971.0127399999998
9.01077777933898,1.3699768884674342,965.0101000000003
9.070037701495565,1.2122080754501603,970.8826099999998
9.220037701495565,1.2122080754501603,971.1701799999998
9.070037701495565,1.3622080754501598,965.0711100000004
9.07071508707129,1.2121192720618508,970.8826099999998
9.22071508707129,1.2121192720618508,971.1701799999998
9.07071508707129,1.3621192720618511,965.0711100000004
9.07137735664282,1.2120324503401712,970.8826099999998
9.22137735664282,1.2120324503401712,971.1701799999998
9.07137735664282,1.3620324503401715,965.0711100000004
9.100337490147485,1.208235856386528,970.8826099999998
9.250337490147485,1.208235856386528,971.1701799999998
9.100337490147485,1.3582358563865284,965.1450600000004
9.119451178260565,1.2057301043771238,965.0622799999998
9.269451178260566,1.2057301043771238,965.2372099999998
9.119451178260565,1.3557301043771242,965.3590500000005
9.10040911871613,1.2082264660779307,970.8826099999998
9.25040911871613,1.2082264660779307,971.1701799999998
9.10040911871613,1.358226466077931,965.1450600000004
