TP,SL,Balance
29.93634886046142,4.394164243083573,771.699
21.757024741121878,4.073715204513546,849.91
28.374569222004816,13.792265840873752,830.452
20.05483144528106,3.809443164131254,815.53
20.163561945612184,11.498525998546166,931.415
21.14510596614687,0.5450337803209787,931.853
17.152593102725586,10.638791645251013,943.111
26.907597407336063,12.74055223741037,811.33
19.167577635454435,13.730403568768674,763.19
27.446618338267534,1.926840349199956,794.888
22.46281907091887,7.058700399461525,845.0
17.197859217883114,8.199429067344038,914.764
17.150291092375863,1.5074783348503795,923.042
21.252980548638405,0.7957422082623872,975.759
25.374881208858667,9.494946220571332,884.607
28.76427052377293,3.797750787148371,741.519
24.27827470217784,10.627104214891997,912.639
29.928855461657108,14.765306339502754,832.338
21.711933969307307,3.6796353050512707,791.05
20.85147946078366,10.448967802646875,999.467
15.265936784269464,13.271964985031342,994.081
18.036887063761256,13.702281676066383,845.016
16.633353017366947,6.2676692944482095,772.017
15.152968878403314,14.085912024137608,890.533
29.418478737600527,6.160544738328208,637.064
20.488433809313324,10.185616753669782,1009.4
24.78646383553503,8.820268878865823,861.353
25.902989091426733,3.0219127304953974,757.828
29.159420681340556,8.568921546849152,738.729
20.382551257816594,0.9916938630052297,1017.81
29.191809435897433,1.8880451122452429,797.615
15.899431529863302,6.980739303538984,788.213
26.208553346885274,7.292870085710032,803.919
20.017810820252375,5.155893829973252,754.751
29.50835304605097,6.133516132759424,648.033
22.03583411710055,8.81280589342211,892.327
21.077580510135697,4.63187169023788,765.011
18.139757461527715,2.397485141840681,914.838
27.257312472660423,4.9222195501427715,652.871
20.715814622285976,10.565088559478236,963.857
16.48263382452282,12.855442924725732,956.456
15.840095850256148,4.089257889453676,825.628
22.65377121785431,14.91295429920688,970.371
21.111966317325113,10.847226336887717,934.135
25.344458070188104,10.660068913405288,868.891
20.153245211899804,12.569178520981222,833.084
17.62601554895461,8.215300443963775,956.032
27.181781801532466,11.761133927393391,860.066
16.28451412251313,8.268891159340154,988.153
22.41350387771089,14.686887512303828,963.941
14.051011774758338,22.18349680989396,931.705
0.999236867903428,20.972017128575768,1073.99
3.9075906054058156,24.164145044308157,955.249
12.272086754099677,24.94688942310512,931.139
9.294775808011178,22.09737378033893,836.258
3.1956467301206333,28.60610374261231,953.756
5.825741507815571,23.840395624820058,1075.19
9.188724172069646,25.300171975256298,900.821
9.07619741299015,25.070760161600344,887.808
6.880295347593505,20.443271642957114,1125.33
11.216123157468243,29.28041951058345,761.321
12.513490136178675,15.28335041176954,1153.92
13.403929883927908,15.268745385332652,1218.34
2.453009911996655,16.628121989586326,1089.16
8.071646647259321,29.069076866821426,941.533
10.647756981562885,26.559480559362434,812.904
7.129445113455098,15.74472780780962,1167.6
5.2998393941824435,29.366336407606937,1037.19
10.516912421284873,19.349975473988007,1022.13
11.151145552847117,27.093785047053863,792.514
7.54659303459353,16.996198807360766,1230.27
1.0123459562849764,27.655217628560386,1064.38
2.3507812289691117,25.136997873150218,911.308
2.5559273895911176,19.46791531477189,1054.36
14.452165250807937,25.42427256994572,1085.84
8.308950942874503,17.57623736664032,1155.12
8.248379029484397,23.33053571531238,1028.41
9.194197396528267,20.410224933063112,990.153
8.482786946283351,23.500821891153542,996.796
7.586353295202236,19.357642616630454,1248.99
9.096756892649788,24.935456789757676,877.025
11.472091856209873,24.770690128333282,916.078
9.033141830305219,26.407754524348974,843.019
3.4719296017711225,18.01934427635676,1075.25
6.603190984528313,19.332118967688647,1236.45
3.3142459236570647,17.33826723657498,1127.39
5.031536189214627,25.47381968007377,928.104
6.672717982485642,29.902644790076955,966.931
3.7602761483366196,16.58740562122931,1156.05
8.799940403322255,29.123218669432106,773.57
1.3924927483278653,27.921361003967448,1073.55
9.059171668912976,19.678593127063063,1065.45
8.696581272008572,21.54777251280081,1155.45
8.0744554987552,27.15950097057464,896.759
11.584105405857255,28.59104217101921,774.237
6.638478019886156,24.01241562585183,1057.83
1.6812204747127129,19.802196106661526,1062.14
6.9920153037477615,28.214872865720853,955.387
2.132619686051871,19.95161201195613,1088.89
13.064988178017252,26.251664081646332,990.582
