Execution time of function: 0:34:54.663388
         3831791657 function calls (3407604323 primitive calls) in 1346.216 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   979549    0.257    0.000    0.515    0.000 config.py:674(_translate_key)
   979549    0.319    0.000    0.713    0.000 config.py:686(_warn_if_deprecated)
    28879    0.007    0.000    0.009    0.000 construction.py:196(mgr_to_mgr)
    28878    0.146    0.000    0.473    0.000 construction.py:237(ndarray_to_mgr)
    28878    0.013    0.000    0.037    0.000 construction.py:405(_check_values_indices_shape_match)
  4755545    1.357    0.000    1.798    0.000 construction.py:419(extract_array)
        1    0.000    0.000    0.022    0.022 construction.py:423(dict_to_mgr)
  4813287    1.528    0.000    1.846    0.000 construction.py:484(ensure_wrapped_if_datetimelike)
  3804873   10.041    0.000   36.240    0.000 construction.py:518(sanitize_array)
    28878    0.006    0.000    0.006    0.000 construction.py:585(_ensure_2d)
        1    0.000    0.000    0.000    0.000 construction.py:596(_homogenize)
    57758    0.012    0.000    0.018    0.000 construction.py:675(_sanitize_non_ordered)
  2940833    1.323    0.000    2.033    0.000 construction.py:683(_sanitize_ndim)
  2940833    0.851    0.000    1.094    0.000 construction.py:722(_sanitize_str_dtypes)
    28878    0.015    0.000    0.028    0.000 construction.py:742(_get_axes)
  2940833    0.368    0.000    0.411    0.000 construction.py:742(_maybe_repeat)
   950669    0.698    0.000    1.299    0.000 construction.py:753(_try_cast)
        1    0.000    0.000    0.021    0.021 construction.py:96(arrays_to_mgr)
        1    0.000    0.000    0.000    0.000 copy.py:102(_copy_immutable)
        1    0.000    0.000    0.000    0.000 copy.py:61(copy)
   937321   17.722    0.000  577.816    0.001 data_getter.py:103(getData)
190275960   22.970    0.000  137.387    0.000 data_getter.py:114(<genexpr>)
        1    0.000    0.000    0.552    0.552 data_getter.py:55(__init__)
        1    0.000    0.000    0.552    0.552 data_getter.py:73(load_dataframe)
        1    0.000    0.000    0.000    0.000 data_getter.py:91(createNewDf)
   864040    0.690    0.000   24.741    0.000 datetimelike.py:1708(strftime)
   864040    0.232    0.000    0.344    0.000 datetimelike.py:2060(_creso)
   864040    1.065    0.000    4.075    0.000 datetimelike.py:2316(ensure_arraylike_for_datetimelike)
   864040    0.115    0.000    0.115    0.000 datetimelike.py:2388(validate_inferred_freq)
   864040    0.458    0.000    0.687    0.000 datetimelike.py:2425(maybe_infer_freq)
  1728080    0.557    0.000    1.319    0.000 datetimelike.py:316(asi8)
   864040    0.189    0.000    0.582    0.000 datetimes.py:156(should_cache)
   864040    2.976    0.000   15.655    0.000 datetimes.py:2159(_sequence_to_dt64ns)
   864040    1.300    0.000   45.204    0.000 datetimes.py:216(_maybe_cache)
  1728080    2.157    0.000   11.664    0.000 datetimes.py:2378(maybe_convert_dtype)
   864040    0.105    0.000    0.105    0.000 datetimes.py:2464(_validate_dt64_dtype)
  1728080    0.168    0.000    0.168    0.000 datetimes.py:2520(_validate_tz_from_dtype)
   864040    0.970    0.000   28.938    0.000 datetimes.py:266(_box_as_indexlike)
   864040    1.396    0.000    1.998    0.000 datetimes.py:274(_simple_new)
   864040    1.084    0.000   51.880    0.000 datetimes.py:274(strftime)
   864040    2.921    0.000   22.546    0.000 datetimes.py:299(_from_sequence_not_strict)
   864040    1.642    0.000   27.810    0.000 datetimes.py:318(__new__)
   864040    2.130    0.000   56.036    0.000 datetimes.py:369(_convert_listlike_datetimes)
   864040    0.917    0.000   43.828    0.000 datetimes.py:508(_array_strptime_with_fallback)
  2592320    0.974    0.000    0.974    0.000 datetimes.py:520(<genexpr>)
  2592120    0.340    0.000    0.340    0.000 datetimes.py:539(dtype)
  1728080    0.569    0.000    1.043    0.000 datetimes.py:564(tz)
   864040    2.594    0.000  107.681    0.000 datetimes.py:721(to_datetime)
   864040    1.821    0.000   23.780    0.000 datetimes.py:732(_format_native_types)
   864040    0.503    0.000    0.503    0.000 datetimes.py:88(tz_to_dtype)
  1805582    0.717    0.000    0.952    0.000 db_file.py:18(__getitem__)
  2621050    3.651    0.000  255.766    0.000 db_file.py:26(__setitem__)
  2621050    4.549    0.000  252.116    0.000 db_file.py:30(save)
        1    0.000    0.000    0.000    0.000 db_file.py:8(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
    57752    0.017    0.000    0.092    0.000 dispatch.py:17(should_extension_dispatch)
  2621050    3.779    0.000    4.873    0.000 encoder.py:205(iterencode)
 16676922    9.356    0.000    9.356    0.000 encoder.py:224(floatstr)
  2621050    1.094    0.000    1.094    0.000 encoder.py:260(_make_iterencode)
 78977724   20.802    0.000   39.638    0.000 encoder.py:334(_iterencode_dict)
 78977724   14.110    0.000   54.971    0.000 encoder.py:414(_iterencode)
        4    0.000    0.000    0.000    0.000 enum.py:1112(__new__)
   864042    0.136    0.000    0.136    0.000 enum.py:1276(value)
        4    0.000    0.000    0.000    0.000 enum.py:1538(__and__)
   864042    0.273    0.000    0.409    0.000 enum.py:197(__get__)
        4    0.000    0.000    0.000    0.000 enum.py:709(__call__)
    57752    0.026    0.000    0.146    0.000 expressions.py:226(evaluate)
    57752    0.019    0.000    0.119    0.000 expressions.py:67(_evaluate_standard)
 13746856    4.094    0.000    4.094    0.000 flags.py:53(__init__)
 12911687    1.335    0.000    1.335    0.000 flags.py:57(allows_duplicate_labels)
 12882811    2.990    0.000    2.990    0.000 flags.py:89(allows_duplicate_labels)
   864040    4.835    0.000    9.656    0.000 format.py:1751(is_dates_only)
   864040    0.585    0.000   10.589    0.000 format.py:1814(get_format_datetime64_from_values)
    28876    0.023    0.000    0.042    0.000 frame.py:1015(_can_fast_transpose)
    28876    0.194    0.000   12.051    0.000 frame.py:10179(_append)
    28876    0.030    0.000    0.038    0.000 frame.py:1030(_values)
        2    0.000    0.000    0.000    0.000 frame.py:12207(values)
190304839   27.782    0.000   86.522    0.000 frame.py:1539(__len__)
    28876    0.149    0.000    3.578    0.000 frame.py:3572(transpose)
    28876    0.015    0.000    3.593    0.000 frame.py:3744(T)
  7189964   13.660    0.000  117.370    0.000 frame.py:3776(_ixs)
  2665402    6.313    0.000   56.008    0.000 frame.py:3853(__getitem__)
  1801360    1.749    0.000   16.371    0.000 frame.py:4384(_box_col_values)
  2825314    0.798    0.000    1.261    0.000 frame.py:4399(_clear_item_cache)
  2665400    2.941    0.000   42.747    0.000 frame.py:4402(_get_item_cache)
   966196    0.681    0.000  161.901    0.000 frame.py:5196(drop)
   937322    5.413    0.000  167.901    0.000 frame.py:5741(set_index)
  3820385    0.374    0.000    0.374    0.000 frame.py:637(_constructor)
  3791509    2.450    0.000   10.722    0.000 frame.py:641(_constructor_from_mgr)
  7189964    2.585    0.000   17.341    0.000 frame.py:651(_sliced_from_mgr)
  7189964    3.917    0.000   28.082    0.000 frame.py:654(_constructor_sliced_from_mgr)
    28879    0.104    0.000    0.812    0.000 frame.py:665(__init__)
  1052826    0.314    0.000    0.314    0.000 frame.py:949(axes)
    57752    0.022    0.000    0.066    0.000 frame.py:966(shape)
   864040    0.118    0.000    0.118    0.000 fromnumeric.py:3380(_mean_dispatcher)
   864040    0.934    0.000    6.724    0.000 fromnumeric.py:3385(mean)
    57752    0.042    0.000    0.055    0.000 frozen.py:73(__getitem__)
   966199    0.150    0.000    0.150    0.000 function.py:64(__call__)
   966196    0.106    0.000    0.106    0.000 function_base.py:5168(_delete_dispatcher)
   966196    4.846    0.000    5.772    0.000 function_base.py:5172(delete)
        1    0.000    0.000    0.000    0.000 functions_file.py:112(__init__)
    73280    0.301    0.000    3.279    0.000 functions_file.py:123(Check)
        1    0.000    0.000    0.000    0.000 functions_file.py:160(save_data_to_csv)
        1    0.018    0.018 1346.216 1346.216 functions_file.py:182(wrapper)
    28876    0.057    0.000    1.063    0.000 generic.py:1135(rename_axis)
    28876    0.052    0.000    0.912    0.000 generic.py:1310(_set_axis_name)
    28876    0.038    0.000    2.050    0.000 generic.py:2098(__array_ufunc__)
 13746856   16.191    0.000   20.285    0.000 generic.py:274(__init__)
 11039226    5.227    0.000   22.775    0.000 generic.py:335(_from_mgr)
 12911687    1.190    0.000    1.190    0.000 generic.py:358(attrs)
 53914587    9.932    0.000   14.967    0.000 generic.py:37(_check)
 25794498    2.329    0.000    2.329    0.000 generic.py:393(flags)
    28878    0.025    0.000    0.057    0.000 generic.py:3930(_maybe_update_cacher)
   937322    2.534    0.000   64.636    0.000 generic.py:3962(take)
   937322    1.377    0.000   70.071    0.000 generic.py:4077(_take_with_is_copy)
 53914587   11.238    0.000   26.443    0.000 generic.py:42(_instancecheck)
  1728080    1.450    0.000   41.062    0.000 generic.py:4277(_getitem_slice)
   864041    1.431    0.000   18.012    0.000 generic.py:4296(_slice)
  7189967    2.188    0.000    4.751    0.000 generic.py:4314(_set_is_copy)
        2    0.000    0.000    0.000    0.000 generic.py:4322(_check_is_chained_assignment_possible)
    28878    0.010    0.000    0.014    0.000 generic.py:4337(_check_setitem_copy)
   937320    1.862    0.000   49.531    0.000 generic.py:4412(__delitem__)
   937322    0.094    0.000    0.094    0.000 generic.py:4453(_check_inplace_and_allows_duplicate_labels)
   966196    1.804    0.000  161.220    0.000 generic.py:4680(drop)
   966196    3.292    0.000  158.352    0.000 generic.py:4719(_drop_axis)
   979546    0.455    0.000    7.531    0.000 generic.py:487(_validate_dtype)
    28877    0.054    0.000    0.818    0.000 generic.py:5266(reindex)
 13144880    1.451    0.000    1.451    0.000 generic.py:548(_get_axis_number)
    57754    0.027    0.000    0.141    0.000 generic.py:5509(<genexpr>)
   966196    0.356    0.000    0.447    0.000 generic.py:556(_get_axis_name)
  9266744    4.327    0.000    5.383    0.000 generic.py:562(_get_axis)
  1859115    0.817    0.000    1.017    0.000 generic.py:568(_get_block_manager_axis)
 12882811   24.719    0.000   34.107    0.000 generic.py:6147(__finalize__)
    57752    0.014    0.000    0.017    0.000 generic.py:6177(<genexpr>)
    86628    0.024    0.000    0.035    0.000 generic.py:6182(<genexpr>)
  2825311    2.038    0.000    2.038    0.000 generic.py:6189(__getattr__)
 29035227   17.829    0.000   29.081    0.000 generic.py:6206(__setattr__)
    28876    0.048    0.000    2.349    0.000 generic.py:6337(dtypes)
    28876    0.009    0.000    0.014    0.000 generic.py:638(_info_axis)
   995075    1.350    0.000   28.262    0.000 generic.py:6553(copy)
  3980292    0.524    0.000    0.524    0.000 generic.py:659(ndim)
    28876    0.027    0.000    0.347    0.000 generic.py:6705(infer_objects)
  2780909    2.421    0.000   10.422    0.000 generic.py:760(_set_axis)
        1    0.000    0.000    0.000    0.000 generic.py:8402(isna)
        1    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:696(min)
        1    0.000    0.000    0.000    0.000 getlimits.py:709(max)
  7189965    7.621    0.000  244.611    0.000 indexing.py:1139(__getitem__)
    28876    0.003    0.000    0.003    0.000 indexing.py:1210(_has_valid_setitem_indexer)
    28876    0.124    0.000    0.695    0.000 indexing.py:1414(_convert_to_indexer)
  7218843    1.724    0.000    1.724    0.000 indexing.py:150(iloc)
        2    0.000    0.000    0.000    0.000 indexing.py:1578(_has_valid_setitem_indexer)
  5388604    2.741    0.000    8.626    0.000 indexing.py:1629(_validate_integer)
   937320    0.388    0.000   70.458    0.000 indexing.py:1658(_get_list_axis)
  7189965   12.407    0.000  228.996    0.000 indexing.py:1681(_getitem_axis)
   864041    1.080    0.000   21.400    0.000 indexing.py:1718(_get_slice_axis)
        2    0.000    0.000    0.000    0.000 indexing.py:1735(_get_setitem_indexer)
    28878    0.116    0.000   13.788    0.000 indexing.py:1747(_setitem_with_indexer)
        2    0.000    0.000    0.000    0.000 indexing.py:2099(_setitem_single_block)
    28876    0.163    0.000   13.446    0.000 indexing.py:2141(_setitem_with_indexer_missing)
        2    0.000    0.000    0.000    0.000 indexing.py:2516(_tuplify)
    28878    0.011    0.000    0.015    0.000 indexing.py:2597(convert_missing_indexer)
    28876    0.005    0.000    0.007    0.000 indexing.py:2634(is_nested_tuple)
   864041    0.161    0.000    0.161    0.000 indexing.py:2665(need_slice)
 16972053    7.480    0.000   13.249    0.000 indexing.py:2678(check_dict_or_set_indexers)
    28876    0.007    0.000    0.007    0.000 indexing.py:289(loc)
    28876    0.055    0.000    0.808    0.000 indexing.py:728(_get_setitem_indexer)
    28876    0.022    0.000    0.029    0.000 indexing.py:813(_ensure_listlike_indexer)
    28878    0.076    0.000   14.719    0.001 indexing.py:867(__setitem__)
  1728080    1.513    0.000   33.667    0.000 indicators_file.py:109(EMAdf)
        1    0.000    0.000    0.001    0.001 indicators_file.py:120(__init__)
   864040   11.778    0.000  435.063    0.001 indicators_file.py:130(Check)
        1    0.000    0.000    0.000    0.000 indicators_file.py:169(__init__)
   864040    4.216    0.000  184.961    0.000 indicators_file.py:173(Check)
    300/2    0.001    0.000    0.001    0.000 indicators_file.py:50(_ema_ricorsiva)
        2    0.000    0.000    0.002    0.001 indicators_file.py:96(EMA)
        2    0.000    0.000    0.000    0.000 inference.py:105(is_file_like)
        4    0.000    0.000    0.000    0.000 inference.py:195(is_array_like)
   950671    0.960    0.000    1.833    0.000 inference.py:273(is_dict_like)
  1987973    0.498    0.000    0.611    0.000 inference.py:300(<genexpr>)
 11914401    2.520    0.000    3.710    0.000 inference.py:334(is_hashable)
   864040    0.674    0.000    1.075    0.000 locale.py:381(normalize)
   864040    0.381    0.000    1.456    0.000 locale.py:464(_parse_localename)
   864040    0.402    0.000    2.175    0.000 locale.py:580(getlocale)
   937320    3.685    0.000   45.230    0.000 managers.py:1393(idelete)
        2    0.000    0.000    0.000    0.000 managers.py:1596(as_array)
  4671074    1.238    0.000    8.201    0.000 managers.py:169(blknos)
   966201    0.417    0.000    4.654    0.000 managers.py:1726(is_consolidated)
   966201    2.511    0.000    4.237    0.000 managers.py:1734(_consolidate_check)
   966201    0.301    0.000    4.955    0.000 managers.py:1744(_consolidate_inplace)
  1756957    0.154    0.000    0.154    0.000 managers.py:1790(ndim)
  9897591    1.417    0.000    1.417    0.000 managers.py:1799(__init__)
    28877    0.023    0.000    0.032    0.000 managers.py:1812(from_blocks)
   950670    1.850    0.000    5.283    0.000 managers.py:1825(from_array)
    28876    0.070    0.000    0.124    0.000 managers.py:1837(to_2d_mgr)
  4642198    0.734    0.000    0.734    0.000 managers.py:185(blklocs)
  9868714    0.950    0.000    0.950    0.000 managers.py:1902(_block)
  1728080    4.699    0.000   22.193    0.000 managers.py:1930(get_slice)
  1728080    0.175    0.000    0.175    0.000 managers.py:1945(index)
  3631596    3.530    0.000    4.166    0.000 managers.py:1949(dtype)
    28876    0.015    0.000    0.058    0.000 managers.py:1956(external_values)
  9062429    4.827    0.000    5.443    0.000 managers.py:1960(internal_values)
    28878    0.026    0.000    0.063    0.000 managers.py:2042(create_block_manager_from_blocks)
        1    0.000    0.000    0.021    0.021 managers.py:2068(create_block_manager_from_column_arrays)
        8    0.000    0.000    0.000    0.000 managers.py:2124(_grouping_func)
        1    0.000    0.000    0.021    0.021 managers.py:2137(_form_blocks)
        3    0.020    0.007    0.021    0.007 managers.py:2194(_stack_arrays)
  2780909    1.226    0.000    6.318    0.000 managers.py:225(set_axis)
  1874642    1.727    0.000    8.268    0.000 managers.py:2268(_preprocess_slice_or_indexer)
  1903522    0.477    0.000    0.628    0.000 managers.py:230(is_single_block)
  3762631    0.530    0.000    0.530    0.000 managers.py:235(items)
    28876    0.051    0.000    0.246    0.000 managers.py:278(get_dtypes)
 10834964    2.062    0.000    2.062    0.000 managers.py:282(arrays)
  1023953    2.712    0.000    8.946    0.000 managers.py:308(apply)
        2    0.000    0.000    0.000    0.000 managers.py:363(setitem)
    28876    0.029    0.000    0.187    0.000 managers.py:422(convert)
    86628    0.017    0.000    0.024    0.000 managers.py:536(nblocks)
   995075    1.937    0.000   21.643    0.000 managers.py:540(copy)
  1903520    0.601    0.000    5.857    0.000 managers.py:566(copy_func)
  1903518    4.866    0.000   85.735    0.000 managers.py:606(reindex_indexer)
  1874642   14.890    0.000   74.816    0.000 managers.py:691(_slice_take_blocks_ax0)
   937322    1.413    0.000   55.927    0.000 managers.py:852(take)
  4786586    0.524    0.000    0.683    0.000 managers.py:896(__init__)
    28876    0.046    0.000    0.159    0.000 managers.py:918(_verify_integrity)
    57752    0.013    0.000    0.021    0.000 managers.py:920(<genexpr>)
  2898594    1.751    0.000    2.059    0.000 managers.py:931(from_blocks)
  5388604    9.421    0.000   20.914    0.000 managers.py:941(fast_xs)
  1801360    4.733    0.000   13.432    0.000 managers.py:991(iget)
        1    4.068    4.068 1346.198 1346.198 minimizeBacktesting.py:20(function)
        9    0.000    0.000    0.000    0.000 missing.py:101(isna)
    57752    0.017    0.000    0.017    0.000 missing.py:131(dispatch_fill_zeros)
        9    0.000    0.000    0.000    0.000 missing.py:184(_isna)
        1    0.000    0.000    0.000    0.000 missing.py:261(_isna_array)
        1    0.000    0.000    0.000    0.000 missing.py:305(_isna_string_dtype)
    57753    0.055    0.000    0.172    0.000 missing.py:466(array_equivalent)
    57753    0.031    0.000    0.106    0.000 missing.py:564(_array_equivalent_object)
  2767562    1.136    0.000    1.383    0.000 missing.py:642(na_value_for_dtype)
        6    0.000    0.000    0.000    0.000 missing.py:696(is_valid_na_for_dtype)
  1961273    0.198    0.000    0.198    0.000 missing.py:971(clean_reindex_fill_method)
  2076791    0.232    0.000    0.232    0.000 multiarray.py:1080(copyto)
    57760    0.007    0.000    0.007    0.000 multiarray.py:153(concatenate)
        1    0.000    0.000    0.000    0.000 nanops.py:482(nanany)
  2076791    2.560    0.000    3.996    0.000 numeric.py:274(full)
       16    0.000    0.000    0.000    0.000 numerictypes.py:283(issubclass_)
        8    0.000    0.000    0.000    0.000 numerictypes.py:357(issubdtype)
        2    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
   937320    3.152    0.000   10.187    0.000 range.py:1110(take)
        3    0.000    0.000    0.000    0.000 range.py:134(__new__)
   864045    0.613    0.000    1.008    0.000 range.py:198(_simple_new)
        3    0.000    0.000    0.000    0.000 range.py:213(_validate_dtype)
        1    0.000    0.000    0.000    0.000 range.py:228(_constructor)
   937320    0.078    0.000    0.078    0.000 range.py:281(start)
   937320    0.095    0.000    0.095    0.000 range.py:316(step)
   937320    0.091    0.000    0.091    0.000 range.py:377(dtype)
        2    0.000    0.000    0.000    0.000 range.py:484(_view)
197408138   20.362    0.000   31.798    0.000 range.py:963(__len__)
        1    0.000    0.000    0.001    0.001 readers.py:1403(__init__)
        1    0.000    0.000    0.000    0.000 readers.py:1450(close)
        1    0.000    0.000    0.000    0.000 readers.py:1455(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 readers.py:1502(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 readers.py:1513(_clean_options)
        1    0.000    0.000    0.001    0.001 readers.py:1673(_make_engine)
        1    0.000    0.000    0.543    0.543 readers.py:1732(read)
        1    0.000    0.000    0.000    0.000 readers.py:1779(__enter__)
        1    0.000    0.000    0.000    0.000 readers.py:1782(__exit__)
        1    0.000    0.000    0.000    0.000 readers.py:1850(_clean_na_values)
        1    0.000    0.000    0.000    0.000 readers.py:1925(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 readers.py:2055(_extract_dialect)
        1    0.000    0.000    0.000    0.000 readers.py:2153(_validate_skipfooter)
        2    0.000    0.000    0.000    0.000 readers.py:518(validate_integer)
        1    0.000    0.000    0.000    0.000 readers.py:550(_validate_names)
        1    0.008    0.008    0.552    0.552 readers.py:574(_read)
        1    0.000    0.000    0.552    0.552 readers.py:848(read_csv)
    28876    0.047    0.000    0.047    0.000 roperator.py:10(radd)
  1728080    2.250    0.000   36.320    0.000 series.py:1009(_slice)
  7087808    9.297    0.000   84.029    0.000 series.py:1016(__getitem__)
  5359728    4.113    0.000   22.335    0.000 series.py:1139(_get_value)
  1801360    1.038    0.000    2.578    0.000 series.py:1372(_set_as_cached)
   979548    0.087    0.000    0.087    0.000 series.py:1381(_clear_item_cache)
    28876    0.057    0.000    1.260    0.000 series.py:1967(to_frame)
2678751/2678750    8.050    0.000   51.098    0.000 series.py:371(__init__)
    28877    0.035    0.000    0.852    0.000 series.py:4960(reindex)
        1    0.000    0.000    0.000    0.000 series.py:524(_init_dict)
        1    0.000    0.000    0.000    0.000 series.py:5478(isna)
  1814710    0.177    0.000    0.177    0.000 series.py:577(_constructor)
    28877    0.025    0.000    0.111    0.000 series.py:581(_constructor_from_mgr)
    57752    0.040    0.000    3.753    0.000 series.py:5813(_arith_method)
    57752    0.014    0.000    0.020    0.000 series.py:5817(_align_for_op)
    57752    0.115    0.000    2.467    0.000 series.py:5881(_construct_result)
    28876    0.008    0.000    0.008    0.000 series.py:591(_constructor_expanddim)
    28876    0.027    0.000    0.106    0.000 series.py:601(_expanddim_from_mgr)
        1    0.000    0.000    0.000    0.000 series.py:6090(_reduce)
    28876    0.030    0.000    0.144    0.000 series.py:612(_constructor_expanddim_from_mgr)
        1    0.000    0.000    0.000    0.000 series.py:6131(any)
  3631596    0.780    0.000    4.946    0.000 series.py:626(dtype)
  1181680    0.437    0.000    1.140    0.000 series.py:653(name)
  1037299    0.805    0.000    2.399    0.000 series.py:703(name)
    28876    0.010    0.000    0.068    0.000 series.py:708(values)
  9062429    2.276    0.000    7.719    0.000 series.py:750(_values)
   937320    0.317    0.000    0.401    0.000 series.py:784(_references)
   966197    0.165    0.000    1.280    0.000 series.py:821(__len__)
   937320    0.609    0.000    1.273    0.000 series.py:905(__array__)
        1    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 strategy_class.py:14(__init__)
   864040    6.896    0.000  757.682    0.001 strategy_class.py:19(Calculate_if_Buy)
    73280    0.165    0.000    5.589    0.000 strategy_class.py:31(Calculate_if_Sell)
  8464762   16.094    0.000   46.078    0.000 take.py:121(_take_nd_ndarray)
        6    0.000    0.000    0.000    0.000 take.py:288(_get_take_nd_function_cached)
  8464762    2.101    0.000    2.101    0.000 take.py:326(_get_take_nd_function)
  8464762    5.244    0.000   13.804    0.000 take.py:565(_take_preprocess_indexer_and_fill_value)
  8464762    7.037    0.000   55.950    0.000 take.py:59(take_nd)
  9497739    0.761    0.000    0.761    0.000 typing.py:2107(cast)
        2    0.000    0.000    0.000    0.000 utils.py:123(check_setitem_lengths)
  1874642    6.491    0.000   12.467    0.000 utils.py:239(maybe_convert_indices)
  1728080    0.984    0.000    1.586    0.000 utils.py:38(is_valid_positional_slice)
  6383678    1.542    0.000    4.265    0.000 utils.py:62(is_list_like_indexer)
        1    0.000    0.000    0.000    0.000 wallets_manager.py:19(__init__)
       26    0.000    0.000    0.000    0.000 wallets_manager.py:26(buy)
       26    0.000    0.000    0.000    0.000 wallets_manager.py:30(sell)
  1756957    1.095    0.000    4.093    0.000 warnings.py:165(simplefilter)
  1756957    1.653    0.000    2.885    0.000 warnings.py:181(_add_filter)
  5519591    1.013    0.000    1.013    0.000 warnings.py:455(__init__)
  5519591    2.555    0.000    3.050    0.000 warnings.py:481(__enter__)
  5519591    2.319    0.000    2.740    0.000 warnings.py:502(__exit__)
 23015740    3.948    0.000    3.948    0.000 {built-in method __new__ of type object at 0x101a68a48}
 26531771    4.333    0.000    4.333    0.000 {built-in method _abc._abc_instancecheck}
   135/16    0.000    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
      292    0.004    0.000    0.004    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
  2621053   85.604    0.000   85.952    0.000 {built-in method _io.open}
 18433906    2.371    0.000    2.371    0.000 {built-in method _json.encode_basestring_ascii}
   864040    0.318    0.000    0.318    0.000 {built-in method _locale.setlocale}
    28876    0.053    0.000    0.053    0.000 {built-in method _operator.mul}
   864040    0.322    0.000    0.322    0.000 {built-in method _simple_new}
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       12    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
 12796139    1.052    0.000    1.052    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
  1010600    0.447    0.000    0.447    0.000 {built-in method builtins.abs}
3242932/3214055    1.167    0.000    2.592    0.000 {built-in method builtins.all}
  1859126   11.876    0.000  150.424    0.000 {built-in method builtins.any}
 18933327    1.591    0.000    1.591    0.000 {built-in method builtins.callable}
        1    0.000    0.000 1346.216 1346.216 {built-in method builtins.exec}
 74651475    7.905    0.000    9.550    0.000 {built-in method builtins.getattr}
 12234243    1.716    0.000    1.754    0.000 {built-in method builtins.hasattr}
 17245201    1.713    0.000    1.713    0.000 {built-in method builtins.hash}
  2736554    0.353    0.000    0.353    0.000 {built-in method builtins.id}
527679389/525718118   62.575    0.000   97.520    0.000 {built-in method builtins.isinstance}
 22469346    2.194    0.000    2.194    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
693927869/272668655   84.024    0.000  137.637    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
  2811984    0.804    0.000    0.804    0.000 {built-in method builtins.max}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       68    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
    86628    0.025    0.000    0.046    0.000 {built-in method builtins.sum}
       16    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 {built-in method now}
   979555    1.057    0.000    1.057    0.000 {built-in method numpy.array}
   864040    0.109    0.000    0.109    0.000 {built-in method numpy.asanyarray}
22693489/21756169   10.108    0.000   12.591    0.000 {built-in method numpy.asarray}
   864040    0.141    0.000    0.141    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
   864040    0.267    0.000    0.267    0.000 {built-in method numpy.datetime_data}
 12429550    4.150    0.000    4.150    0.000 {built-in method numpy.empty}
   231008    0.026    0.000    0.026    0.000 {built-in method numpy.geterrobj}
   115504    0.035    0.000    0.035    0.000 {built-in method numpy.seterrobj}
   937320    0.302    0.000    0.302    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_interval}
  4715488    0.757    0.000    0.757    0.000 {built-in method pandas._libs.missing.checknull}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
  1728080    0.303    0.000    0.303    0.000 {built-in method pandas._libs.tslibs.dtypes.is_supported_unit}
   864040    0.235    0.000    0.235    0.000 {built-in method pandas._libs.tslibs.dtypes.periods_per_day}
   864040    0.147    0.000    0.147    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
